ANGER /// 	     &gt;( &gt;(  i'm mad and sad right now. Played so terrible today in both soccer and basketball.	
FUN /// 	@itsLindsayLohan &quot;As you live your days, so you craft your life.&quot;-Sharma .. Its cool your twittering now 	
FUN /// 	@ItsRaul Yeah, @aplusk (The Kutch) twitters a lot. I think it's cool though. 	
FUN /// 	@itsRayJ lol hope you have fun 	
FUN /// 	@itsroxanneyo were cool coxxy 	
FUN /// 	@iUberGeek cool  Do you need iTunes to browse the app store? I had trouble finding it via web.	
FUN /// 	@Ivan_Petrov Sounds like a fun summer coming  at least for you. Mine is,as always,prone to sudden unexpected changes.	
FUN /// 	@ivyartemisia Sounds cool! I've never scrapbooked, but the little accessories I see for it in the craft store are so cute! Seems fun 	
FUN /// 	@iwilseeuinh3ll that is sooo cool  1. MCR 2.FOB 3. Coldplay 4. MSI	
FUN /// 	@Izxizz_9 Cool lol.  What do you rekon of using this instead of the lengthly facebook status comments?! 	
FUN /// 	@IzzyJ_Is_Here haha yayyy! aw, lady i really hope you're not sad. that's no fun  just listen to calle ocho and dance dance dance! 	
FUN /// 	@J_Gill1 oh. so i'm cool peeps now. I'm flattered.  thanks. be blessed	
FUN /// 	@J_Opal cool - try to focus a little more? check out http://sn.im/make-earn-start 	
FUN /// 	@J_Schools haha funny cause i blame @shiatheninja and @cocotheninja for me not going to bed  its a vicious circle	
FUN /// 	@j2k13 i know right..  it was cool and they did like a announcement about it too 	
FUN /// 	@jacdi Yup, them hot boys are always gay. Fun eye candy tho 	
FUN /// 	@jaciburton I think you should enjoy the weekend. Let the book cool for a couple of days. 	
FUN /// 	@jacinda77 very cool 	
FUN /// 	@jack_love  Aww a family photoshoot? That's awesome. Never made one with mine tho. Haha. Have fun at the party. 	
FUN /// 	@jackalltimelow Hope you had fun on tour. 	
FUN /// 	@JackAllTimeLow it was fun anyway..thanks for taking pics with us last minute 	
FUN /// 	@jackmooring have fun at gma bruva! cant wait to hang out again! 	
FUN /// 	@JacksonSchultz haha... that was pretty funny!! 	
FUN /// 	@jacobfrazier oh yeah and have lots and lots of fun with mickey tomorrow for steph's birthday 	
FUN /// 	@jadedidurMOM - u seem cool 	
FUN /// 	@jadoon88 @imhassan ROFLMAO for the funny web portal  =D	
FUN /// 	@jaimiegraham ha! Whiskey tango foxtrot. Actually took me a second to realize you weren't talking about a fun drinking/dancing scene. 	
FUN /// 	@jake_perez hahaha, i used to play that game. it was fun 	
FUN /// 	@jake2121 well that's cool  who's the director?	
FUN /// 	@jakemaydayp LOL, JT is so funny 	
FUN /// 	@jakks - very.  she was old (classic volvo) - shut off, smelled funny, saw smoke, saw FLAMES, called 911 	
FUN /// 	@james1981 fun game to play early in the morning....shakes my brain up! 	
FUN /// 	@jamesbrentbrown that's a fun fact! I like her voice and her cd so far  Have you checked it out?	
FUN /// 	@jamesepain np  just looking for cool people to follow so... be cool!! (lol and my name has nothing to do with anything... randomness)	
FUN /// 	@JamesMurphy LOL James you are silly... It was funny..  what kinda car was it?	
FUN /// 	@JamesMW78 they are mean! Have fun wherever you are going 	
FUN /// 	@jamie_oliver Please pass on our &quot;happy mothers day&quot; to Julz. Have fun with your girls 	
FUN /// 	@jamiecullum Eh, they get old really fast. Welcome to the cool kids quake club 	
FUN /// 	@jamiekirkland i had fun today! you guys were great 	
FUN /// 	@Jamiew09 haha so did u like my body then?? Jk... Cool name, bro 	
FUN /// 	@janakyomoon thanks - thats a really cool video too - cheers! 	
FUN /// 	@JanetRoper Have a fun day hope u get it all done, I have a very similar list  	
FUN /// 	@JanetVanderhoof Thanks so much for your sweet comment! We always love your humor and caring manner!  Have fun painting this weekend!	
FUN /// 	@janiefinlay yeah was good fun thanks  Got one silver award, but Alan scooped the pool!	
FUN /// 	@JaniniLangoe Yes, they are and Rob Thomas is a funny fucker ain't he? 	
FUN /// 	@janole Thanks, got that also form @phoneboy yesterday so I'm cool now!  Have an excellent Sunday!	
FUN /// 	@jaredmaine mhm told ya! great film. have fun 	
FUN /// 	@Jarnaldo I'm envious! Have fun in Germany 	
FUN /// 	@jarodvhale Got it last night, listening today. Thanks for  the offer, that's so cool of you. 	
FUN /// 	@jason_2008 Yay!!! What is it? Something equally fun to squeeze i hope! How was the movie? 	
FUN /// 	@jason_mraz absolute pleasure to have you here. Thanks for a brilliantly fun evening 	
FUN /// 	@Jason_Pollock  cool pics 	
FUN /// 	@Jason_Pollock Very cool dophin picture. 	
FUN /// 	@JasonBradbury Heck! Some people eh?! Hope you have had a good day &amp; fun on your alive board! 	
FUN /// 	@JasonBradbury Hi Jason, i have found another cool app called 'Scoot' simple one-tap searches similar to local picks... hope you enjoy it 	
FUN /// 	@JasonCalacanis I gotta say; those #Mahalo illustrated characters/guides/avatars are awesomely fun and well-made. Nice work team! 	
FUN /// 	@jasoncastro Jayysuunnnn how've you been? Cool you've been writing? Can't wait for your album. 	
FUN /// 	@jasonlarge just for you  hahah you're going to love that game.. It's fun to watch zombies fall over	
FUN /// 	@JasonTurcotte Say cheese for the camera, or throw up some Western Mass gang signs to be cool 	
FUN /// 	@Jassy1015JamZ oooo u so should! U deserve to have a fun night in ur honor 	
FUN /// 	@Jayde_Nicole i LOVE MOON! have so much fun for me! 	
FUN /// 	@jaydems LOL no. but it's funny 'cause her mum is joining us. shall be funeth! 	
FUN /// 	@jayefucious Who are your pastors? They sound cool 	
FUN /// 	@JayKeyzie808 i was trying to be funny.i mean,i asked u that 24 hrs ago... 	
FUN /// 	@Jaymesthorp:: Just listened to your music, and also some funny fan videos of you on youtube, hilarious  Website is pretty cool too,	
FUN /// 	@JayoungH i wouldnt say a singer..i am an up and coming rnb rapper..mix of ll cool j/plies/dream 	
FUN /// 	@Jazzy161 Hey Jas! U celebrating Cinco De Mayo nice and early... cool  All I can think about is May 3!	
FUN /// 	@jbella21 ahhh after the 2 shots of patron it was all a blurrr lmao...i had fun with u tho 	
FUN /// 	@JBMovies yes yes! I still like to remember when it was fun to use &quot;new tech&quot; rather than having to use it or it becoming a standard. 	
FUN /// 	@jboriginal yip, that would be a sign that you've been on the dodgy sites Jo... eish boet, it ain't cool 	
FUN /// 	@jcguevarra add a photo! hope you had a good flight &amp; this weekend was fun 	
FUN /// 	@jchris thanks  It will be fun I guess	
FUN /// 	@jeanniechhun tryna drink. Smoke haha cool people stuff 	
FUN /// 	@jeayese that would b fun 	
FUN /// 	@jedackerman anything for our B! Thanks for coming. I had fun too!  Remember... When in doubt... Patty yourself 	
FUN /// 	@jeffeckhardt Hey Jeff, @jujuburd &amp; I keep raving about how much fun it was 2 live-tweet #bachelorette *LIVE* with U &amp; @TiffanyEckhardt.  	
FUN /// 	@JeffGammage cool  so how is the studio tonight?	
FUN /// 	@jefflwilson That's really awesome Jeff...very generous of you! Have fun 	
FUN /// 	@JeffQuestad I would use it to sync  @TextExpander snippets, if I had more than one computer. But signed up anyway.  All the cool kids...	
FUN /// 	@jeffreecuntstar Hahahaha nice phrase  Cool to die just as you 	
FUN /// 	@JeffWagg Oh, you like that kind of music? That's cool 	
FUN /// 	@Jeh_see awesome, whose party?  lol sounds like fun	
FUN /// 	@jelleprins woohoo, twitter reaction time games are fun 	
FUN /// 	@jellydear very cool 	
FUN /// 	@jenannie have fun at work 	
FUN /// 	@JenCarfagno Wow, you were here? Why didn't you tell me? J/k  That's cool though; I have yet to see one...	
FUN /// 	@Jenceleste Yay! We shall have a flag &amp; w/said flag we shall conquer continents!  Won't even have 2 use force! (Well just the fun kind ^~)	
FUN /// 	@jenjoec2003 Good morning! Have fun with your party today. I hope you do really well!!! 	
FUN /// 	@jenlewjen cool - did they play any exciting new stuff? I like that you have a top 5 gigs of the week. Bet that doesn't happen very often 	
FUN /// 	@JennaMadison ur tune in! cool beans yay! Rock n roll Train and Thunderstruck back to back! 	
FUN /// 	@jennettemccurdy You so Sweet  and I Love your music, its so Cool 	
FUN /// 	@Jenniceg haha yeah naughty underwear &amp; sex toys etc. Great fun for the girls! 	
FUN /// 	@jenniebeboo both my feet are covered in band aids and they hurt like a bitch hahahaha. i had so much fun last night  did you have fun? xx	
FUN /// 	@jennieofcourse HaHa....so funny I forgot to laugh!  	
FUN /// 	@JenniferCD Cool Jon just twitted he is skipping out on hob have fun girl 	
FUN /// 	@jenniferg07 it is all in good fun we know you don't want to kiss a girl. 	
FUN /// 	@JenniferJ13 OMG you were what?! thats sooo cool  hope you had a good time? were u able to talk to them?	
FUN /// 	@jennihogan Your hubby is lucky to spray tan you!  Your new assignment is to find someone as fun as you that I can help tan 	
FUN /// 	@jennybeanses Not a cloud in sight!  Nice breeze for now, but I'll be crawling into the freezer later to cool off.  In the 90s today...	
FUN /// 	@Jennybeeean oooo you're going on tuesday now, too?  have fuuuunn!!!  but not as much fun as we'll have wed haha ;)	
FUN /// 	@JennyfromMTV so you think you can dance is fun to watch 	
FUN /// 	@jennygirl7 You're funny, silly goose.  Happy #fuckyoumonday.	
FUN /// 	@jennysmyname http://twitpic.com/661mb - i love it! suuuch a fun night  it was awesome meeting you girls. and i love the shirts 	
FUN /// 	@jennywoo42 we had bbq chicken pizza last night! (although it wasn't deep dish   glad to hear you had fun in p.r.!!	
FUN /// 	@jenwcom Having fun catching up on your tweets, trying to figure out when you replied things to me &amp; what might have made you write them. 	
FUN /// 	@jenxPOdMa good, thanks ^^ I've just joined too (today). Tweeting is kind of fun 	
FUN /// 	@jerennyofficial Hahah JONAS in 10 min!! woop woop! it was fun me and Doug had a 2 cmmt convo. it was magical hahaha 	
FUN /// 	@jeromebaker3rd @noreaga? I tried countin all the what's n that song its a fun drinkin game 	
FUN /// 	@jeromedavid That's a benefit to being a woman.  I LOVE my fun socks! 	
FUN /// 	@jeserafica hm, we do such fun things over summer. 	
FUN /// 	@Jessica___xx lol. shall be fun 	
FUN /// 	@JessicaBB Clearing things out for SCRUB day, or rescuing cool cast-offs? I'm about ready for a warm-weather edition of the clothing swap 	
FUN /// 	@jessicajaymes1 Hahaaa, so funny you called at that time  Did you find the tanning cream? Kisses	
FUN /// 	@jessicalearning I'm just following you Jess. Looking forward for some great tweets.   ..Hope you're having a cool night!	
FUN /// 	@jessicaling cool .... Make it two 	
FUN /// 	@jessicasimpson http://twitpic.com/3krpo - cool  i like ur hair!!	
FUN /// 	@Jessie0309  lol it is so cool seeing what all of the idol's post 	
FUN /// 	@jessiepearce Texts From Last Night. It's funny I'll show you quickly later. Feel betterrrr I'll be there to get you in an hour 	
FUN /// 	@JessiO Congrats you, hope it's a fun job and you get to meet a lot of new and exciting people 	
FUN /// 	@JessiO I ended up not being able to go to see @altgeldshrugged last night...sounds like it was crazy though - any funny stories? 	
FUN /// 	@JessMcFlyxxx aw cool  i don't like jelly beans.... i only eat them for the amount of e-numbers in them! :'D haha xxx	
FUN /// 	@JessMcFlyxxx gdgd well i better go and get ready for work :| haha have fun tonight  x x	
FUN /// 	@jessstroup I love the music from it      Cool Rider (y) haha.	
FUN /// 	@JessWodall ooooh what language r u speaking? sounds/looks cool  isit spanish? i used to speak that	
FUN /// 	@Jester512 Aww well aren't you sweet  It's def best Not to take Life to Seriously,after all we were put here to have Fun werent we haha 	
FUN /// 	@jetaimeMICHELLE  aaaawwwwww i was just sayin the same thing...we be havin too much fun 	
FUN /// 	@jetset_amelia arigato! it was tiring, but was a lot of fun  I hope you had a great time in Okinawa!!	
FUN /// 	@jewels37 The partying, sex, drugs and rock are very uninteresting to talk about, only really fun to experience directly 	
FUN /// 	@JewelsD have fun at the wedding!!!  Call me later!  	
FUN /// 	@JFLG then you, sir, are in for a world of fun 	
FUN /// 	@jhenry47 Well, hopefully next time, right?  Anything else fun happen this weekend?	
FUN /// 	@Jhmedium - guess who I had dinner with?  Jennifer Farmer!  She and I are doing the same event.  She is toooo cool!    Fun energy!  &lt;3	
FUN /// 	@jichellemybelle AHO! I had so much fun tonight! My face still hurts from all the smiles &amp; laughter! Starbucks was the perfect touch! 	
FUN /// 	@jiggly_tuna I have no idea what the Robin Hood Commentary is, but have fun anyway!! 	
FUN /// 	@jilliancupcake yes much much better. i slept all day  please say happy bday to tiffany for meee!!! and have fun with HEF!!	
FUN /// 	@jillianmcdowell Cool  Ya, and in @tweetROI, they'll get paid less as their spam destroys their influence and following.	
FUN /// 	@jillygg @lindawoods Thanks! I'm having a lot of fun with it - and hope readers will share in that fun too. 	
FUN /// 	@JilNelson not sunny at all. Rained yesterday and brought a nice *chill* to the air. Almost brisk.  Have fun gardening!	
FUN /// 	@JimMacMillan I love New Zealand, I go there every 2 years, terrific place  Have fun	
FUN /// 	@JimMcCann Thanks! I've turned into a typography nerd lately, so this is extra cool to learn the process! I'll follow him, too. 	
FUN /// 	@jimmycarr http://twitpic.com/5njuu - ha thanks for putting this up i love it  me and my sister are soooo cool ;) weere so cool we put ...	
FUN /// 	@jimmyfallon LOL maybe it's Maybelline? too funny 	
FUN /// 	@JimmyTIght ahhh the life of a mucisian  It just aint as fun as making money off ur used panties hehe	
FUN /// 	@jimwolffman It was cool to meet you too man! What's up with ki-work.com? &quot;Service Unavailable&quot;? Someone forgot to pay the hosting 	
FUN /// 	@Jintanut they're awesome when they're warm. Spesh on a cool day, with a nice strong latte. 	
FUN /// 	@JJakaRebel We think you should get both!  Lots of cool new branded gear...it is too hard to choose!  Glad you like them.  	
FUN /// 	@JJgirl20 heheh you've gotta be kidding me.  I'm loving this.  Have fun figuring it out... i still don't get it 	
